Date,HT,AT,HS,AS
2020-12-04,Cobresal,O'Higgins,1,1
2020-12-04,La Serena,Iquique,1,0
2020-12-05,Huachipato,Colo Colo,2,2
2020-12-06,Wanderers,Coquimbo,1,1
2020-12-06,Union Calera,Everton,6,2
2020-12-23,Universidad de Chile,Universidad Catolica,0,0
2020-12-08,Cobresal,Universidad de Concepcion,3,1
2020-12-08,Iquique,Unión Española,1,1
2020-12-08,Colo Colo,La Serena,0,2
2020-12-08,O'Higgins,Huachipato,2,1
2020-12-09,Palestino,Union Calera,3,1
2020-12-09,Audax Italiano,Universidad de Chile,1,3
2020-12-10,Everton,Curicó,3,1
2020-12-23,Coquimbo,Antofagasta,0,1
2020-12-30,Universidad Catolica,Wanderers,1,1
2020-12-12,Unión Española,Colo Colo,1,2
2020-12-12,Universidad de Concepcion,Audax Italiano,3,1
2020-12-13,La Serena,Coquimbo,1,0
2020-12-13,Wanderers,Everton,2,1
2020-12-14,Antofagasta,Huachipato,2,1
2020-12-14,Curicó,Cobresal,0,1
2020-12-30,Union Calera,O'Higgins,0,1
2021-01-24,Universidad de Chile,Iquique,2,2
2021-01-25,Universidad Catolica,Palestino,2,3
2020-12-16,Palestino,Wanderers,3,1
2020-12-16,Iquique,Universidad de Concepcion,4,0
2020-12-16,Everton,Unión Española,1,2
2020-12-17,Audax Italiano,Antofagasta,3,0
2020-12-17,La Serena,Universidad de Chile,0,0
2020-12-17,Huachipato,Curicó,1,0
2021-01-23,Colo Colo,Coquimbo,2,1
2021-01-23,Cobresal,Union Calera,1,1
2021-01-30,O'Higgins,Universidad Catolica,2,0
2020-12-19,Universidad Catolica,Colo Colo,0,0
2020-12-20,Palestino,Audax Italiano,1,0
2020-12-20,Antofagasta,Wanderers,1,1
2020-12-20,Universidad de Chile,Huachipato,2,2
2020-12-20,Coquimbo,O'Higgins,0,3
2020-12-21,Universidad de Concepcion,La Serena,0,2
2020-12-22,Everton,Cobresal,3,0
2021-01-28,Union Calera,Iquique,1,2
2021-01-31,Curicó,Unión Española,2,4
2020-12-26,Wanderers,O'Higgins,1,0
2020-12-27,Unión Española,Antofagasta,1,1
2020-12-27,Huachipato,Coquimbo,0,1
2020-12-27,Audax Italiano,Universidad Catolica,2,2
2020-12-28,Iquique,Palestino,0,2
2020-12-28,Cobresal,Universidad de Chile,2,0
2020-12-28,Universidad de Concepcion,Everton,0,0
2021-01-24,La Serena,Curicó,2,0
2021-01-31,Colo Colo,Union Calera,2,1
2021-01-02,O'Higgins,La Serena,1,1
2021-01-02,Everton,Iquique,1,0
2021-01-02,Union Calera,Wanderers,3,0
2021-01-03,Antofagasta,Colo Colo,0,1
2021-01-03,Universidad de Chile,Universidad de Concepcion,2,0
2021-01-04,Palestino,Curicó,4,2
2021-01-04,Universidad Catolica,Huachipato,3,0
2021-01-04,Audax Italiano,Unión Española,2,2
2021-02-04,Coquimbo,Cobresal,0,1
2021-01-06,Wanderers,Colo Colo,3,0
2021-01-06,La Serena,Everton,1,1
2021-01-06,Universidad de Chile,O'Higgins,0,1
2021-01-07,Curicó,Antofagasta,2,0
2021-01-07,Universidad de Concepcion,Palestino,1,1
2021-01-07,Huachipato,Union Calera,4,3
2021-01-07,Iquique,Universidad Catolica,0,1
2021-01-08,Cobresal,Audax Italiano,1,2
2021-01-26,Unión Española,Coquimbo,0,1
2021-01-10,Universidad Catolica,Curicó,1,1
2021-01-10,Colo Colo,Everton,1,0
2021-01-10,Union Calera,Universidad de Concepcion,1,2
2021-01-11,Palestino,Unión Española,2,2
2021-01-11,Antofagasta,La Serena,2,2
2021-01-11,Wanderers,Cobresal,1,0
2021-01-11,Audax Italiano,Huachipato,2,0
2021-01-12,O'Higgins,Iquique,2,2
2021-01-29,Coquimbo,Universidad de Chile,0,1
2021-01-13,Universidad de Concepcion,Colo Colo,1,1
2021-01-14,Everton,Audax Italiano,2,1
2021-01-14,Universidad de Chile,Palestino,1,1
2021-01-14,Unión Española,Universidad Catolica,1,1
2021-01-15,Cobresal,Antofagasta,3,1
2021-01-15,La Serena,Union Calera,0,3
2021-01-15,Curicó,O'Higgins,1,3
2021-01-15,Huachipato,Wanderers,4,0
2021-02-01,Iquique,Coquimbo,2,2
2021-01-17,Colo Colo,Universidad de Chile,0,0
2021-01-18,Palestino,Cobresal,3,2
2021-01-18,Wanderers,La Serena,0,0
2021-01-18,Audax Italiano,Union Calera,0,3
2021-01-19,Antofagasta,Iquique,3,1
2021-01-19,Huachipato,Unión Española,4,1
2021-01-19,Universidad Catolica,Everton,1,1
2021-01-19,O'Higgins,Universidad de Concepcion,0,0
2021-01-20,Coquimbo,Curicó,0,0
2021-02-05,La Serena,Universidad Catolica,1,2
2021-02-05,Union Calera,Antofagasta,1,1
2021-02-05,Curicó,Wanderers,1,3
2021-02-06,O'Higgins,Audax Italiano,0,0
2021-02-06,Everton,Palestino,1,3
2021-02-06,Universidad de Chile,Unión Española,3,0
2021-02-06,Iquique,Colo Colo,0,0
2021-02-07,Universidad de Concepcion,Coquimbo,2,1
2021-02-07,Cobresal,Huachipato,2,1
2021-02-10,Antofagasta,O'Higgins,1,0
2021-02-10,Unión Española,La Serena,1,1
2021-02-10,Curicó,Universidad de Chile,0,0
2021-02-10,Universidad Catolica,Union Calera,0,0
2021-02-11,Audax Italiano,Iquique,1,1
2021-02-11,Wanderers,Universidad de Concepcion,1,1
2021-02-11,Coquimbo,Everton,3,0
2021-02-11,Colo Colo,Cobresal,0,0
2021-02-11,Huachipato,Palestino,1,0
2021-02-13,Union Calera,Curicó,2,3
2021-02-13,Universidad de Chile,Antofagasta,3,1
2021-02-14,Universidad de Concepcion,Universidad Catolica,1,2
2021-02-14,Everton,Huachipato,1,0
2021-02-14,Iquique,Wanderers,2,0
2021-02-14,La Serena,Audax Italiano,0,2
2021-02-14,Palestino,Coquimbo,2,2
2021-02-14,O'Higgins,Colo Colo,1,1
2021-02-15,Cobresal,Unión Española,4,1
2021-03-27,Curicó,Melipilla,2,0
2021-03-27,Everton,O'Higgins,1,1
2021-03-27,Colo Colo,Union Calera,0,0
2021-03-27,Unión Española,Wanderers,3,1
2021-03-28,Palestino,Antofagasta,2,5
2021-03-28,Huachipato,Cobresal,0,0
2021-03-28,Ñublense,Universidad Catolica,0,1
2021-03-30,Audax Italiano,La Serena,2,1
2021-04-02,Antofagasta,Everton,1,2
2021-04-02,Union Calera,Unión Española,1,0
2021-04-03,Melipilla,Ñublense,1,1
2021-04-03,Universidad de Chile,Huachipato,1,1
2021-04-03,Cobresal,Colo Colo,1,2
2021-04-04,La Serena,Curicó,2,0
2021-04-04,Universidad Catolica,Palestino,2,1
2021-04-04,O'Higgins,Audax Italiano,0,0
2021-04-10,Unión Española,Melipilla,0,2
2021-04-10,Audax Italiano,Universidad Catolica,1,0
2021-04-11,La Serena,Universidad de Chile,0,0
2021-04-11,Wanderers,Union Calera,1,2
2021-04-11,Colo Colo,O'Higgins,1,2
2021-04-12,Ñublense,Cobresal,3,1
2021-04-12,Palestino,Everton,1,1
2021-04-12,Curicó,Antofagasta,1,1
2021-04-16,Melipilla,Palestino,0,1
2021-04-16,Huachipato,Ñublense,5,3
2021-04-16,Universidad Catolica,Curicó,2,1
2021-04-17,O'Higgins,La Serena,0,0
2021-04-17,Union Calera,Audax Italiano,1,1
2021-04-18,Cobresal,Wanderers,2,1
2021-04-18,Everton,Colo Colo,0,2
2021-04-19,Universidad de Chile,Unión Española,2,1
2021-04-23,Curicó,Everton,1,1
2021-04-24,Antofagasta,Cobresal,2,1
2021-04-24,La Serena,Unión Española,0,0
2021-04-24,O'Higgins,Union Calera,1,0
2021-04-24,Wanderers,Ñublense,1,2
2021-04-25,Colo Colo,Universidad de Chile,1,0
2021-04-26,Audax Italiano,Melipilla,1,0
2021-04-30,Everton,La Serena,0,4
2021-05-01,Union Calera,Antofagasta,2,1
2021-05-01,Unión Española,Audax Italiano,1,1
2021-05-01,Ñublense,Colo Colo,5,1
2021-05-02,Cobresal,Curicó,2,0
2021-05-02,Huachipato,O'Higgins,0,1
2021-05-02,Melipilla,Universidad Catolica,2,0
2021-05-03,Universidad de Chile,Wanderers,1,0
2021-05-07,O'Higgins,Unión Española,1,4
2021-05-08,Universidad Catolica,Union Calera,3,0
2021-05-08,La Serena,Ñublense,1,0
2021-05-08,Wanderers,Melipilla,0,3
2021-05-08,Colo Colo,Palestino,1,2
2021-05-09,Curicó,Huachipato,2,2
2021-05-09,Antofagasta,Universidad de Chile,1,2
2021-05-09,Audax Italiano,Cobresal,0,0
2021-05-22,Cobresal,La Serena,2,0
2021-05-22,Ñublense,Curicó,2,0
2021-05-22,Wanderers,O'Higgins,0,0
2021-05-22,Unión Española,Universidad Catolica,3,2
2021-05-23,Melipilla,Antofagasta,1,1
2021-05-23,Huachipato,Colo Colo,0,2
2021-05-23,Universidad de Chile,Everton,0,1
